b1,b2,a1,a2,a6,qf1_01,qf1_02,qf1_03,qf1_04,qf1_05,qf1_06,qf1_07,qf1_08,qf1_09,qf1_10,qf1_11,qf1_12,qf4_01,qf4_05,qf4_06,l1,k1,e2c,e7,e9a,e9b,e1c,e2a,e2e
29,Female,North,Musanze,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,No,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have some control over my financial Situation,No,Seldom
39,Male,East,Gatsibo,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,Yes,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
63,Female,North,Gakenke,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
64,Male,South,Kamonyi,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
22,Female,East,Nyagatare,Rural,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
41,Male,North,Gicumbi,Urban,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Always,Rarely (less than 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
38,Female,East,Bugesera,Urban,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Do not save,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
26,Male,South,Nyanza,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Yes all
44,Male,South,Nyamagabe,Urban,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Always,Someties (more than 2 months past 2 months),Worsened,Yes,Have control over my financial Situation,No,Seldom
35,Male,East,Rwamagana,Urban,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
69,Female,East,Nyagatare,Urban,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
18,Female,West,Ngororero,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Improved,No,Have no control over my financial situation,No,None of them
70,Male,East,Nyagatare,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
56,Male,Kigali,Gasabo,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,Yes,Always,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
39,Male,West,Karongi,Urban,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,Yes,Always,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
37,Male,West,Rutsiro,Rural,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,Yes,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
27,Female,South,Kamonyi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Seldom
53,Male,East,Nyagatare,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
37,Female,South,Ruhango,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
56,Female,South,Nyanza,Urban,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
68,Female,North,Burera,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
23,Female,North,Rulindo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,No,None of them
17,Male,West,Rubavu,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Worsened,No,Have no control over my financial situation,No,None of them
35,Female,South,Nyanza,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Always,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Seldom
54,Male,East,Ngoma,Urban,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Always,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
61,Male,East,Kayonza,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
55,Male,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
66,Female,South,Nyanza,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
27,Female,West,Ngororero,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have scarce control over my financial situation,No,None of them
23,Female,North,Gicumbi,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
27,Female,East,Nyagatare,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Do not save,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,None of them
40,Female,South,Nyaruguru,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
35,Female,West,Rutsiro,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
38,Female,South,Ruhango,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
82,Female,North,Burera,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
63,Male,West,Rutsiro,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
45,Female,West,Rubavu,Rural,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,Have no control over my financial situation,No,Some of them
77,Female,South,Nyamagabe,Urban,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,Seldom
41,Female,South,Kamonyi,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
39,Female,East,Gatsibo,Rural,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Yes all
49,Female,North,Gicumbi,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
35,Female,South,Kamonyi,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
64,Female,West,Nyabihu,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
17,Female,South,Gisagara,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have no control over my financial situation,Yes,None of them
23,Female,South,Nyanza,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Always,Never,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
46,Female,North,Gakenke,Rural,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,No,No,Always,Someties (more than 2 months past 2 months),Improved,Yes,Have control over my financial Situation,Yes,"Yes, most of them"
75,Female,East,Kirehe,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
19,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have no control over my financial situation,No,None of them
62,Female,North,Musanze,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
20,Female,East,Kayonza,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have scarce control over my financial situation,No,None of them
36,Female,South,Kamonyi,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
43,Female,East,Rwamagana,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,No,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,None of them
57,Male,South,Gisagara,Urban,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
56,Male,West,Nyabihu,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
33,Male,West,Ngororero,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
44,Male,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
35,Male,North,Musanze,Urban,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,,Yes,No,Yes,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
55,Female,South,Muhanga,Rural,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Remained the same,Yes,Have some control over my financial Situation,Yes,Some of them
27,Male,South,Huye,Urban,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,Yes,Yes,Always,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
51,Female,West,Ngororero,Rural,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,Yes,No,Yes,Sometimes,On a monthly basis,Improved,No,Have scarce control over my financial situation,No,Seldom
50,Male,East,Bugesera,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
29,Female,South,Huye,Rural,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Always,Never,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
74,Male,North,Musanze,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,None of them
33,Male,North,Rulindo,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
25,Male,West,Ngororero,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
56,Female,West,Rutsiro,Urban,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,,Yes,,No,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Some of them
43,Female,South,Nyanza,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Never,Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
47,Male,East,Kirehe,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
39,Male,North,Burera,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Yes all
18,Male,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,Have no control over my financial situation,No,None of them
28,Female,West,Ngororero,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,Yes,Sometimes,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
28,Female,East,Nyagatare,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
27,Female,East,Rwamagana,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,Yes,No,Do not save,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",No,Some of them
37,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
71,Female,East,Bugesera,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
22,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,Yes all
29,Male,South,Nyamagabe,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
69,Female,North,Burera,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
33,Male,East,Nyagatare,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,Yes,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
48,Male,East,Rwamagana,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
43,Male,North,Gicumbi,Urban,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,,,Yes,Yes,No,Always,Rarely (less than 2 months),Improved,Yes,Have control over my financial Situation,Yes,Some of them
64,Male,North,Burera,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
40,Female,West,Ngororero,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
54,Male,East,Kirehe,Rural,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Always,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
38,Female,West,Ngororero,Rural,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,Yes,Sometimes,On a monthly basis,Worsened,Yes,Have some control over my financial Situation,No,None of them
42,Male,West,Ngororero,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,No,Have control over my financial Situation,No,None of them
37,Male,South,Muhanga,Rural,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,No,Do not save,Rarely (less than 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
42,Female,South,Kamonyi,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
23,Male,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
42,Female,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
34,Male,North,Gicumbi,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
28,Male,West,Rubavu,Rural,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,"Yes, most of them"
32,Female,North,Burera,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,Yes,No,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
52,Female,East,Bugesera,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
