b1,b2,a1,a2,a6,qf1_01,qf1_02,qf1_03,qf1_04,qf1_05,qf1_06,qf1_07,qf1_08,qf1_09,qf1_10,qf1_11,qf1_12,qf4_01,qf4_05,qf4_06,l1,k1,e2c,e7,e9a,e9b,e1c,e2a,e2e
72,Female,North,Gicumbi,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Rarely (less than 2 months),Worsened,No,Have some control over my financial Situation,No,None of them
20,Female,East,Ngoma,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have no control over my financial situation,No,None of them
16,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Worsened,No,Have no control over my financial situation,No,None of them
38,Female,North,Gicumbi,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,None of them
32,Male,South,Nyamagabe,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,No,,No,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
57,Female,East,Rwamagana,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,Yes,Do not save,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
46,Female,West,Rubavu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have no control over my financial situation,No,None of them
51,Male,East,Rwamagana,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,No,No,Do not save,On a monthly basis,Remained the same,No,Have no control over my financial situation,Yes,None of them
38,Female,East,Kayonza,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
43,Female,East,Ngoma,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
26,Male,West,Rubavu,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,None of them
76,Male,North,Gicumbi,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,Rarely (less than 2 months),Worsened,No,Have no control over my financial situation,No,None of them
57,Female,West,Rutsiro,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have some control over my financial Situation,No,Seldom
33,Female,East,Ngoma,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
26,Male,South,Kamonyi,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
65,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,No,None of them
16,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Never,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
30,Male,North,Gakenke,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,Yes,Always,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
21,Female,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Worsened,No,Have no control over my financial situation,No,None of them
44,Female,Kigali,Kicukiro,Urban,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,Yes,No,No,Do not save,Never,Remained the same,No,Have no control over my financial situation,No,None of them
70,Male,West,Rubavu,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have some control over my financial Situation,Yes,None of them
71,Female,South,Ruhango,Rural,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,Seldom
38,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
84,Male,East,Kayonza,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
67,Female,North,Gakenke,Rural,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,No,Yes,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
37,Female,South,Huye,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,None of them
56,Female,South,Nyaruguru,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
68,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,Yes,Have control over my financial Situation,Yes,"Yes, most of them"
40,Male,West,Ngororero,Urban,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,Do not save,On a monthly basis,Improved,Yes,Have control over my financial Situation,No,Seldom
64,Female,East,Ngoma,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
16,Male,North,Gakenke,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Never,Improved,Yes,Have some control over my financial Situation,Yes,Some of them
65,Male,North,Burera,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
37,Male,South,Nyamagabe,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,No,Yes,No,Always,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Seldom
25,Male,South,Muhanga,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have no control over my financial situation,Yes,Seldom
37,Female,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
16,Male,West,Rubavu,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Worsened,No,Have no control over my financial situation,No,None of them
19,Male,Kigali,Nyarugenge,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have no control over my financial situation,No,None of them
56,Male,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
81,Female,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Always,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
52,Female,North,Musanze,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
19,Male,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have no control over my financial situation,No,None of them
73,Female,North,Rulindo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,Never,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
20,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have some control over my financial Situation,No,None of them
41,Male,South,Gisagara,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
16,Male,South,Kamonyi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,None of them
16,Female,West,Rutsiro,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Sometimes,Never,Worsened,No,Have no control over my financial situation,No,None of them
17,Male,East,Nyagatare,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have no control over my financial situation,No,None of them
67,Female,South,Ruhango,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,Sometimes,Rarely (less than 2 months),Worsened,No,Have control over my financial Situation,Yes,Some of them
28,Male,Kigali,Gasabo,Urban,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,,,Yes,Yes,No,Do not save,On a monthly basis,Improved,No,Have scarce control over my financial situation,Yes,Seldom
33,Female,South,Huye,Urban,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Always,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
21,Female,West,Rusizi,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Always,On a monthly basis,Remained the same,No,Have no control over my financial situation,Yes,None of them
23,Female,East,Bugesera,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
92,Male,West,Rubavu,Urban,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,Yes,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
29,Male,West,Rubavu,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,None of them
34,Female,South,Huye,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have control over my financial Situation,No,None of them
39,Female,Kigali,Gasabo,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,Have some control over my financial Situation,No,Seldom
34,Female,East,Kayonza,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
29,Female,West,Karongi,Rural,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,Seldom
48,Male,South,Huye,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
16,Female,West,Karongi,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Sometimes,Never,Remained the same,No,Have no control over my financial situation,No,None of them
39,Male,South,Nyamagabe,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Always,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
78,Male,East,Kayonza,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
59,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
41,Male,East,Gatsibo,Urban,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,No,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
45,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
36,Female,East,Nyagatare,Rural,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,Yes,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
73,Male,East,Bugesera,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,Do not save,Rarely (less than 2 months),Worsened,No,Have control over my financial Situation,Yes,None of them
37,Female,East,Nyagatare,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Do not save,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,Seldom
62,Female,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Rarely (less than 2 months),Remained the same,No,Have scarce control over my financial situation,Yes,None of them
40,Male,South,Gisagara,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,Have some control over my financial Situation,No,None of them
59,Female,West,Rubavu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,None of them
50,Female,South,Nyaruguru,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,Seldom
75,Male,North,Burera,Urban,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,Yes,Yes,No,Sometimes,Never,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
23,Female,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
29,Male,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,None of them
51,Female,West,Rutsiro,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,Yes,Seldom
50,Female,South,Ruhango,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
26,Female,South,Kamonyi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Rarely (less than 2 months),Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
34,Female,East,Gatsibo,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,None of them
74,Female,South,Huye,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
72,Male,North,Gicumbi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
66,Female,South,Kamonyi,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have some control over my financial Situation,No,Seldom
86,Male,East,Kayonza,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,None of them
50,Female,South,Ruhango,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
65,Female,South,Gisagara,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
48,Female,South,Kamonyi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,No,None of them
52,Female,West,Nyamasheke,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,No,No,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
65,Female,West,Karongi,Urban,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,No,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,Have scarce control over my financial situation,No,Seldom
55,Male,East,Gatsibo,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Always,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,None of them
50,Female,West,Rubavu,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,None of them
24,Female,South,Muhanga,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have control over my financial Situation,Yes,Some of them
29,Male,North,Gakenke,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,On a monthly basis,Improved,No,Have control over my financial Situation,Yes,"Yes, most of them"
55,Female,North,Gicumbi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Rarely (less than 2 months),Worsened,No,Have scarce control over my financial situation,No,None of them
78,Male,North,Musanze,Urban,No,No,No,No,No,Yes,No,No,No,No,No,No,,,No,No,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
45,Female,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
43,Female,North,Musanze,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Rarely (less than 2 months),Remained the same,No,Have control over my financial Situation,Yes,Seldom
73,Female,West,Nyabihu,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
60,Female,East,Ngoma,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
18,Female,North,Burera,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,No,Have some control over my financial Situation,Yes,None of them
30,Female,North,Musanze,Rural,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Some of them
65,Male,West,Rutsiro,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
70,Female,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
32,Male,North,Gakenke,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Always,Never,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
68,Female,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,Yes,Some of them
49,Female,East,Kirehe,Urban,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,Yes,No,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
92,Female,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
43,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
57,Male,South,Nyanza,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,None of them
69,Male,North,Gicumbi,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,Have no control over my financial situation,No,None of them
43,Female,West,Karongi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,Some of them
29,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
25,Female,West,Karongi,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,No,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,Have some control over my financial Situation,Yes,Some of them
17,Male,East,Nyagatare,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Improved,No,Have no control over my financial situation,No,None of them
40,Female,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Remained the same,No,Have some control over my financial Situation,No,Seldom
57,Female,South,Gisagara,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
29,Female,West,Rusizi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
64,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,No,Some of them
44,Male,North,Gicumbi,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
92,Male,West,Nyamasheke,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,No,Yes,Yes,No,Sometimes,Rarely (less than 2 months),Worsened,No,Have some control over my financial Situation,No,Some of them
39,Female,West,Ngororero,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
63,Female,North,Gakenke,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
29,Female,West,Rubavu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
17,Female,North,Rulindo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have scarce control over my financial situation,No,Some of them
16,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,Have no control over my financial situation,No,None of them
35,Male,East,Rwamagana,Rural,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
38,Female,East,Kayonza,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
35,Female,South,Huye,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,No,,Yes,No,Sometimes,On a monthly basis,Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,None of them
60,Female,East,Kirehe,Rural,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
35,Female,South,Nyaruguru,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
71,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Rarely (less than 2 months),Remained the same,No,Have scarce control over my financial situation,No,Seldom
55,Male,East,Kayonza,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
30,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,Have some control over my financial Situation,Yes,Seldom
64,Male,South,Nyaruguru,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,None of them
16,Male,West,Rutsiro,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Worsened,No,Have no control over my financial situation,No,None of them
63,Male,South,Muhanga,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Do not save,Someties (more than 2 months past 2 months),Worsened,Yes,Have no control over my financial situation,Yes,None of them
27,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
17,Male,South,Huye,Rural,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Always,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
60,Female,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
68,Male,West,Nyabihu,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,Have control over my financial Situation,No,None of them
32,Female,East,Gatsibo,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
62,Female,East,Ngoma,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,Never,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
63,Female,West,Karongi,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
